TransactionID,AccountNo,CustomerID,TransactionDate,TransactionType,Channel,Amount,BalanceAfter,Description,Status
TRX0003692,ACC000185,C0185,2010-02-02,Deposit,Branch,34444,1593876,Cheque Deposit,Successful
TRX0003693,ACC000185,C0185,2010-02-27,Deposit,Internet Banking,88677,1682553,CDM Deposit,Successful
TRX0006382,ACC000317,C0317,2010-03-02,Deposit,ATM,12773,12773,Cash Deposit,Successful
TRX0004744,ACC000236,C0236,2010-03-14,Deposit,ATM,94165,1194626,Cash Deposit,Successful
TRX0007456,ACC000371,C0371,2010-03-15,Withdrawal,Mobile Banking,42959,988587,ATM Withdrawal,Successful
TRX0007423,ACC000369,C0369,2010-03-16,Transfer,Branch,143222,4437826,Online Transfer,Successful
TRX0000312,ACC000016,C0016,2010-03-28,Deposit,POS,24956,4129908,Cash Deposit,Successful
TRX0002621,ACC000130,C0130,2010-04-01,Salary Credit,CDM,272795,506915,Monthly Salary,Successful
TRX0008726,ACC000434,C0434,2010-04-14,Bill Payment,CDM,39742,806300,Dialog Bill,Successful
TRX0006818,ACC000340,C0340,2010-04-15,Deposit,ATM,31996,124387,Cheque Deposit,Successful
TRX0002630,ACC000130,C0130,2010-04-17,Interest Credit,Internet Banking,7827,344616,Interest Credit,Successful
TRX0008190,ACC000408,C0408,2010-05-24,Transfer,Internet Banking,10310,191512,Fund Transfer,Successful
TRX0009204,ACC000459,C0459,2010-06-01,Bill Payment,POS,39589,206097,CEB Bill,Successful
TRX0000649,ACC000033,C0033,2010-06-06,Withdrawal,Mobile Banking,41963,1877287,ATM Withdrawal,Successful
TRX0008782,ACC000437,C0437,2010-06-20,Transfer,Mobile Banking,115035,3726456,Bank Transfer,Successful
TRX0004669,ACC000233,C0233,2010-06-21,Deposit,Branch,70762,1382539,Cheque Deposit,Successful
TRX0007942,ACC000396,C0396,2010-07-20,Salary Credit,CDM,346201,421100,Monthly Salary,Successful
TRX0001003,ACC000050,C0050,2010-07-26,Transfer,Internet Banking,198358,0,Bank Transfer,Successful
TRX0008976,ACC000447,C0447,2010-07-30,Deposit,Mobile Banking,93834,819265,CDM Deposit,Successful
TRX0005080,ACC000254,C0254,2010-08-08,Withdrawal,Mobile Banking,5539,445312,ATM Withdrawal,Successful
TRX0002251,ACC000112,C0112,2010-08-09,Deposit,Internet Banking,17172,1472042,Cheque Deposit,Successful
TRX0008983,ACC000447,C0447,2010-08-21,Transfer,CDM,146061,704348,Online Transfer,Successful
TRX0000740,ACC000037,C0037,2010-08-24,Deposit,Internet Banking,73034,408497,CDM Deposit,Successful
TRX0008822,ACC000439,C0439,2010-08-25,Withdrawal,ATM,41206,0,Branch Withdrawal,Successful
TRX0000515,ACC000026,C0026,2010-09-05,Deposit,Branch,24945,294098,CDM Deposit,Successful
TRX0007958,ACC000396,C0396,2010-09-05,Bill Payment,Mobile Banking,40265,403772,Mobitel Bill,Successful
TRX0004670,ACC000233,C0233,2010-09-06,Withdrawal,Internet Banking,3700,1378839,ATM Withdrawal,Successful
TRX0008779,ACC000437,C0437,2010-09-13,Transfer,POS,16423,3849576,Fund Transfer,Successful
TRX0008455,ACC000421,C0421,2010-09-24,Withdrawal,CDM,26112,1013310,Cash Withdrawal,Successful
TRX0006828,ACC000340,C0340,2010-09-29,Bill Payment,Internet Banking,18768,35384,Water Bill,Successful
TRX0008784,ACC000437,C0437,2010-10-06,Withdrawal,CDM,49950,3655199,Cash Withdrawal,Successful
TRX0006978,ACC000347,C0347,2010-10-06,Deposit,ATM,82066,891334,CDM Deposit,Successful
TRX0007422,ACC000369,C0369,2010-10-13,Transfer,POS,28791,4581048,Online Transfer,Successful
TRX0009480,ACC000472,C0472,2010-10-23,Withdrawal,Branch,32216,6709,Cash Withdrawal,Successful
TRX0002620,ACC000130,C0130,2010-10-24,Online Purchase,POS,17203,234120,Uber Payment,Successful
TRX0007946,ACC000396,C0396,2010-10-28,Bill Payment,Mobile Banking,31093,568367,CEB Bill,Successful
TRX0008718,ACC000434,C0434,2010-11-09,Transfer,Mobile Banking,130393,1140695,Fund Transfer,Successful
TRX0008194,ACC000408,C0408,2010-11-16,Bill Payment,CDM,6712,100505,Mobitel Bill,Successful
TRX0009422,ACC000469,C0469,2010-11-21,Deposit,Mobile Banking,98465,858519,CDM Deposit,Successful
TRX0007959,ACC000396,C0396,2010-11-30,Transfer,Mobile Banking,1278,402494,Bank Transfer,Successful
TRX0001167,ACC000059,C0059,2010-12-05,Deposit,Mobile Banking,16013,349278,CDM Deposit,Successful
TRX0008633,ACC000429,C0429,2010-12-16,Bill Payment,ATM,28777,305849,CEB Bill,Successful
TRX0008463,ACC000421,C0421,2010-12-24,Deposit,Mobile Banking,36094,1503156,Cash Deposit,Successful
TRX0008734,ACC000434,C0434,2011-01-02,Deposit,Branch,7604,762882,Cheque Deposit,Successful
TRX0001532,ACC000077,C0077,2011-01-07,Withdrawal,ATM,33104,526338,ATM Withdrawal,Successful
TRX0000741,ACC000037,C0037,2011-01-21,Deposit,CDM,53258,461755,CDM Deposit,Successful
TRX0005630,ACC000281,C0281,2011-01-28,Transfer,Mobile Banking,137597,0,Bank Transfer,Successful
TRX0008732,ACC000434,C0434,2011-02-04,Withdrawal,Mobile Banking,11469,782999,Cash Withdrawal,Successful
TRX0000127,ACC000007,C0007,2011-02-09,Withdrawal,ATM,6639,6053,Cash Withdrawal,Successful
TRX0008979,ACC000447,C0447,2011-02-12,Withdrawal,CDM,37734,853246,ATM Withdrawal,Pending
TRX0009554,ACC000475,C0475,2011-02-13,Withdrawal,CDM,13201,165543,Branch Withdrawal,Successful
TRX0007954,ACC000396,C0396,2011-02-22,Withdrawal,CDM,32669,464322,Branch Withdrawal,Successful
TRX0001540,ACC000077,C0077,2011-02-23,Withdrawal,Internet Banking,2170,439876,ATM Withdrawal,Successful
TRX0005658,ACC000283,C0283,2011-02-28,Transfer,Mobile Banking,61121,501043,Online Transfer,Successful
TRX0006968,ACC000347,C0347,2011-03-09,Transfer,Mobile Banking,143951,157362,Bank Transfer,Successful
TRX0000723,ACC000036,C0036,2011-03-12,Transfer,Mobile Banking,96839,480826,Bank Transfer,Successful
TRX0007163,ACC000356,C0356,2011-03-19,Bill Payment,POS,49160,189890,Dialog Bill,Successful
TRX0007945,ACC000396,C0396,2011-03-25,Deposit,CDM,86618,599460,Cheque Deposit,Successful
TRX0005664,ACC000283,C0283,2011-03-31,Withdrawal,Internet Banking,34998,333704,ATM Withdrawal,Successful
TRX0009549,ACC000475,C0475,2011-04-03,Transfer,POS,72493,65126,Bank Transfer,Successful
TRX0006824,ACC000340,C0340,2011-04-03,Deposit,Internet Banking,42958,75934,Cheque Deposit,Successful
TRX0006366,ACC000317,C0317,2011-04-06,Transfer,Branch,1253,236193,Fund Transfer,Successful
TRX0008203,ACC000408,C0408,2011-05-07,Bill Payment,Mobile Banking,7162,418196,Mobitel Bill,Successful
TRX0000126,ACC000007,C0007,2011-05-10,Deposit,Branch,12692,12692,CDM Deposit,Successful
TRX0006379,ACC000317,C0317,2011-05-19,Withdrawal,Internet Banking,21381,21344,ATM Withdrawal,Successful
TRX0003574,ACC000179,C0179,2011-05-21,Withdrawal,Branch,20219,903967,Branch Withdrawal,Successful
TRX0003899,ACC000194,C0194,2011-05-26,Deposit,CDM,57078,760180,Cash Deposit,Successful
TRX0004873,ACC000243,C0243,2011-05-31,Deposit,Mobile Banking,54272,838435,CDM Deposit,Successful
TRX0000124,ACC000007,C0007,2011-06-01,Withdrawal,ATM,46918,0,Branch Withdrawal,Successful
TRX0007253,ACC000360,C0360,2011-06-06,Withdrawal,ATM,10955,137704,Branch Withdrawal,Successful
TRX0009486,ACC000472,C0472,2011-06-20,Deposit,Mobile Banking,95638,469911,CDM Deposit,Successful
TRX0007242,ACC000360,C0360,2011-06-24,Withdrawal,Internet Banking,22759,161697,ATM Withdrawal,Successful
TRX0001531,ACC000077,C0077,2011-06-27,Salary Credit,ATM,350906,559442,Monthly Salary,Successful
TRX0000315,ACC000016,C0016,2011-06-28,Withdrawal,Internet Banking,6951,4189032,ATM Withdrawal,Successful
TRX0008444,ACC000421,C0421,2011-07-18,Online Purchase,Mobile Banking,14964,1499083,Amazon Purchase,Successful
TRX0002778,ACC000138,C0138,2011-07-24,Interest Credit,CDM,10447,214583,Interest Credit,Successful
TRX0001168,ACC000059,C0059,2011-08-07,Transfer,CDM,177012,172266,Fund Transfer,Failed
TRX0007264,ACC000361,C0361,2011-08-23,Bill Payment,ATM,32181,246315,Water Bill,Successful
TRX0000725,ACC000036,C0036,2011-09-04,Withdrawal,Mobile Banking,13239,312232,ATM Withdrawal,Successful
TRX0002874,ACC000143,C0143,2011-09-12,Deposit,Internet Banking,79644,317678,CDM Deposit,Successful
TRX0002071,ACC000103,C0103,2011-09-18,Salary Credit,Internet Banking,155953,1769110,Monthly Salary,Successful
TRX0006553,ACC000326,C0326,2011-09-23,Transfer,ATM,14855,677923,Bank Transfer,Successful
TRX0003528,ACC000177,C0177,2011-09-23,Deposit,Internet Banking,94992,273199,CDM Deposit,Successful
TRX0003529,ACC000177,C0177,2011-10-05,Withdrawal,Branch,33759,239440,Branch Withdrawal,Successful
TRX0007231,ACC000360,C0360,2011-10-18,Online Purchase,Internet Banking,35415,154742,Keells Online,Successful
TRX0007943,ACC000396,C0396,2011-10-27,Withdrawal,Internet Banking,4989,416111,Branch Withdrawal,Successful
TRX0003539,ACC000177,C0177,2011-10-27,Transfer,ATM,196550,85994,Bank Transfer,Successful
TRX0007232,ACC000360,C0360,2011-10-27,Deposit,Internet Banking,83128,237870,Cheque Deposit,Successful
TRX0007967,ACC000397,C0397,2011-10-29,Bill Payment,Internet Banking,18504,4739557,Water Bill,Successful
TRX0006385,ACC000317,C0317,2011-11-07,Online Purchase,Mobile Banking,28204,70119,Uber Payment,Successful
TRX0003696,ACC000185,C0185,2011-11-08,Transfer,Internet Banking,175112,1496336,Bank Transfer,Successful
TRX0000749,ACC000037,C0037,2011-11-15,Deposit,ATM,83370,457878,Cash Deposit,Successful
TRX0005081,ACC000254,C0254,2011-11-17,Withdrawal,ATM,17064,428248,ATM Withdrawal,Successful
TRX0002067,ACC000103,C0103,2011-11-20,Deposit,Mobile Banking,6930,1697764,Cheque Deposit,Successful
TRX0000510,ACC000026,C0026,2011-11-22,Transfer,Mobile Banking,12827,242185,Online Transfer,Successful
TRX0007413,ACC000369,C0369,2011-11-23,Bill Payment,Internet Banking,20379,4616374,Mobitel Bill,Failed
TRX0007266,ACC000361,C0361,2011-12-07,Withdrawal,Internet Banking,17168,203188,Cash Withdrawal,Successful
TRX0000298,ACC000016,C0016,2011-12-08,Deposit,ATM,84985,4505259,CDM Deposit,Successful
TRX0005615,ACC000281,C0281,2011-12-30,Withdrawal,Internet Banking,1124,69238,Branch Withdrawal,Successful
TRX0009418,ACC000469,C0469,2012-01-03,Transfer,Internet Banking,37850,667934,Bank Transfer,Successful
TRX0008621,ACC000429,C0429,2012-01-08,Deposit,Branch,28157,462105,Cheque Deposit,Successful
TRX0001537,ACC000077,C0077,2012-01-15,Withdrawal,Branch,19584,376522,Cash Withdrawal,Successful
TRX0009991,ACC000496,C0496,2012-01-15,Online Purchase,Mobile Banking,47883,567019,Amazon Purchase,Successful
TRX0008209,ACC000408,C0408,2012-01-18,Withdrawal,CDM,24549,284916,Branch Withdrawal,Successful
TRX0008613,ACC000429,C0429,2012-01-20,Withdrawal,CDM,7888,429254,Branch Withdrawal,Successful
TRX0006962,ACC000347,C0347,2012-02-03,Transfer,Internet Banking,37961,390567,Bank Transfer,Successful
TRX0002247,ACC000112,C0112,2012-02-10,Salary Credit,Branch,402742,1311036,Monthly Salary,Successful
TRX0000745,ACC000037,C0037,2012-02-15,Transfer,Mobile Banking,506,359269,Online Transfer,Successful
TRX0005669,ACC000283,C0283,2012-02-15,Deposit,ATM,98679,320039,CDM Deposit,Successful
TRX0003580,ACC000179,C0179,2012-03-07,Deposit,Branch,26695,786319,CDM Deposit,Successful
TRX0007239,ACC000360,C0360,2012-03-16,Bill Payment,CDM,18807,224990,Dialog Bill,Successful
TRX0002875,ACC000143,C0143,2012-03-17,Withdrawal,ATM,3243,314435,ATM Withdrawal,Successful
TRX0007968,ACC000397,C0397,2012-03-30,Deposit,Internet Banking,13033,4752590,CDM Deposit,Successful
TRX0004661,ACC000233,C0233,2012-04-13,Transfer,Mobile Banking,174836,1078655,Fund Transfer,Successful
TRX0001987,ACC000099,C0099,2012-04-18,Bill Payment,ATM,7213,266923,Dialog Bill,Successful
TRX0006976,ACC000347,C0347,2012-04-22,Deposit,ATM,93216,593507,CDM Deposit,Successful
TRX0003404,ACC000171,C0171,2012-04-27,Transfer,POS,148566,810697,Bank Transfer,Successful
TRX0007964,ACC000397,C0397,2012-05-02,Withdrawal,Mobile Banking,20067,4686845,ATM Withdrawal,Successful
TRX0004743,ACC000236,C0236,2012-05-07,Bill Payment,POS,13986,1100461,Mobitel Bill,Successful
TRX0004735,ACC000236,C0236,2012-05-19,Withdrawal,ATM,3241,590772,Cash Withdrawal,Successful
TRX0003884,ACC000194,C0194,2012-05-23,Withdrawal,Mobile Banking,29698,709872,ATM Withdrawal,Successful
TRX0001172,ACC000059,C0059,2012-05-25,Bill Payment,Internet Banking,18445,173589,Mobitel Bill,Successful
TRX0007960,ACC000396,C0396,2012-05-25,Transfer,Mobile Banking,16233,386261,Online Transfer,Successful
TRX0008978,ACC000447,C0447,2012-06-06,Deposit,Mobile Banking,88659,890980,Cash Deposit,Successful
TRX0002864,ACC000143,C0143,2012-06-07,Transfer,Branch,56274,488488,Bank Transfer,Successful
TRX0002534,ACC000126,C0126,2012-06-21,Transfer,Internet Banking,83621,0,Online Transfer,Successful
TRX0008727,ACC000434,C0434,2012-06-21,Deposit,ATM,1450,807750,Cheque Deposit,Successful
TRX0000522,ACC000026,C0026,2012-06-27,Bill Payment,Branch,17792,327225,Mobitel Bill,Successful
TRX0002628,ACC000130,C0130,2012-07-09,Transfer,Internet Banking,24693,375037,Fund Transfer,Successful
TRX0007955,ACC000396,C0396,2012-07-12,Deposit,Internet Banking,23932,488254,Cash Deposit,Successful
TRX0007260,ACC000361,C0361,2012-07-18,Transfer,Internet Banking,116812,284309,Fund Transfer,Successful
TRX0000305,ACC000016,C0016,2012-07-24,Deposit,ATM,51054,4363841,Cash Deposit,Successful
TRX0009419,ACC000469,C0469,2012-07-28,Deposit,Internet Banking,59925,727859,CDM Deposit,Successful
TRX0003704,ACC000185,C0185,2012-07-31,Bill Payment,Mobile Banking,46911,1387358,Dialog Bill,Successful
TRX0006163,ACC000307,C0307,2012-08-07,Deposit,ATM,44820,364659,CDM Deposit,Failed
TRX0007257,ACC000361,C0361,2012-08-12,Withdrawal,Internet Banking,38739,102172,ATM Withdrawal,Successful
TRX0000999,ACC000050,C0050,2012-08-15,Deposit,Internet Banking,48506,180655,CDM Deposit,Successful
TRX0007244,ACC000360,C0360,2012-08-19,Deposit,ATM,8015,181044,CDM Deposit,Successful
TRX0006831,ACC000340,C0340,2012-08-21,Deposit,Internet Banking,5685,25934,Cheque Deposit,Successful
TRX0008626,ACC000429,C0429,2012-08-21,Deposit,Internet Banking,83099,437086,Cash Deposit,Successful
TRX0000110,ACC000007,C0007,2012-08-21,Bill Payment,ATM,32751,405128,Mobitel Bill,Successful
TRX0000654,ACC000033,C0033,2012-08-22,Bill Payment,Mobile Banking,49106,1790758,Dialog Bill,Successful
TRX0004861,ACC000243,C0243,2012-08-23,Transfer,ATM,119452,0,Fund Transfer,Successful
TRX0008973,ACC000447,C0447,2012-08-26,Transfer,Branch,44859,582621,Fund Transfer,Successful
TRX0007415,ACC000369,C0369,2012-09-04,Withdrawal,Mobile Banking,33481,4645507,Cash Withdrawal,Successful
TRX0005627,ACC000281,C0281,2012-09-18,Withdrawal,Mobile Banking,38421,89794,ATM Withdrawal,Successful
TRX0009477,ACC000472,C0472,2012-09-21,Transfer,Internet Banking,46400,40461,Fund Transfer,Successful
TRX0003687,ACC000185,C0185,2012-09-23,Withdrawal,CDM,14492,1643697,Branch Withdrawal,Successful
TRX0008620,ACC000429,C0429,2012-10-09,Deposit,ATM,16718,433948,Cheque Deposit,Successful
TRX0007449,ACC000371,C0371,2012-10-11,Transfer,Internet Banking,96612,165314,Online Transfer,Successful
TRX0002795,ACC000138,C0138,2012-10-12,Deposit,Internet Banking,14285,74204,CDM Deposit,Successful
TRX0002622,ACC000130,C0130,2012-10-12,Bill Payment,ATM,10394,496521,Dialog Bill,Successful
TRX0008452,ACC000421,C0421,2012-10-14,Transfer,CDM,88920,1043123,Online Transfer,Successful
TRX0008720,ACC000434,C0434,2012-10-18,Transfer,Mobile Banking,35570,1073517,Fund Transfer,Successful
TRX0008819,ACC000439,C0439,2012-10-29,Transfer,Internet Banking,112126,70595,Fund Transfer,Successful
TRX0002631,ACC000130,C0130,2012-10-30,Withdrawal,ATM,14200,330416,Cash Withdrawal,Failed
TRX0008660,ACC000431,C0431,2012-11-05,Salary Credit,CDM,407176,711582,Monthly Salary,Successful
TRX0009989,ACC000496,C0496,2012-11-05,Deposit,Mobile Banking,33131,691870,CDM Deposit,Successful
TRX0003419,ACC000171,C0171,2012-11-24,Withdrawal,Mobile Banking,5270,441704,Branch Withdrawal,Successful
TRX0008824,ACC000439,C0439,2012-12-12,Withdrawal,Mobile Banking,17256,74972,Cash Withdrawal,Successful
TRX0003603,ACC000180,C0180,2012-12-12,Online Purchase,CDM,19531,3909192,Uber Payment,Successful
TRX0000307,ACC000016,C0016,2012-12-12,Withdrawal,ATM,31641,4335626,Cash Withdrawal,Successful
TRX0005301,ACC000264,C0264,2012-12-24,Withdrawal,POS,9450,585777,Cash Withdrawal,Successful
TRX0000081,ACC000005,C0005,2012-12-27,Deposit,POS,60887,385235,Cash Deposit,Successful
TRX0005092,ACC000254,C0254,2013-01-09,Withdrawal,Branch,36571,554531,Branch Withdrawal,Successful
TRX0003883,ACC000194,C0194,2013-01-16,Bill Payment,Internet Banking,17889,739570,CEB Bill,Successful
TRX0003891,ACC000194,C0194,2013-03-05,Transfer,Internet Banking,56995,583198,Bank Transfer,Successful
TRX0009198,ACC000459,C0459,2013-03-28,Withdrawal,Internet Banking,8260,310577,Cash Withdrawal,Successful
TRX0008630,ACC000429,C0429,2013-04-01,Bill Payment,Mobile Banking,28600,253296,CEB Bill,Successful
TRX0008999,ACC000448,C0448,2013-04-03,Deposit,Internet Banking,96604,275660,Cheque Deposit,Successful
TRX0008992,ACC000448,C0448,2013-04-06,Transfer,Mobile Banking,6662,0,Online Transfer,Successful
TRX0008991,ACC000448,C0448,2013-04-08,Transfer,Mobile Banking,152755,0,Online Transfer,Successful
TRX0004745,ACC000236,C0236,2013-04-18,Bill Payment,Internet Banking,37427,1157199,Dialog Bill,Successful
TRX0001009,ACC000050,C0050,2013-04-23,Bill Payment,Branch,47466,77673,Mobitel Bill,Successful
TRX0005614,ACC000281,C0281,2013-04-24,Deposit,Internet Banking,70362,70362,CDM Deposit,Successful
TRX0008462,ACC000421,C0421,2013-04-24,Bill Payment,Mobile Banking,34905,1467062,Water Bill,Successful
TRX0001164,ACC000059,C0059,2013-04-25,Withdrawal,CDM,9170,420325,Branch Withdrawal,Successful
TRX0009489,ACC000472,C0472,2013-04-27,Transfer,Mobile Banking,159008,254472,Online Transfer,Successful
TRX0002254,ACC000112,C0112,2013-05-03,Transfer,POS,31025,1408800,Bank Transfer,Successful
TRX0007268,ACC000361,C0361,2013-05-05,Interest Credit,POS,12589,263055,Interest Credit,Successful
TRX0006967,ACC000347,C0347,2013-05-06,Deposit,CDM,41574,301313,Cheque Deposit,Successful
TRX0008986,ACC000448,C0448,2013-05-16,Online Purchase,Internet Banking,30334,258331,Uber Payment,Successful
TRX0009490,ACC000472,C0472,2013-05-25,Bill Payment,ATM,37195,217277,Water Bill,Successful
TRX0004734,ACC000236,C0236,2013-06-09,Salary Credit,Internet Banking,280775,594013,Monthly Salary,Successful
TRX0000207,ACC000011,C0011,2013-06-09,Deposit,Branch,94876,383967,Cheque Deposit,Successful
TRX0003700,ACC000185,C0185,2013-06-13,Online Purchase,Mobile Banking,3134,1514357,Amazon Purchase,Successful
TRX0009003,ACC000448,C0448,2013-06-19,Deposit,Mobile Banking,36688,364135,CDM Deposit,Successful
TRX0007488,ACC000373,C0373,2013-07-04,Transfer,Mobile Banking,10197,167100,Bank Transfer,Successful
TRX0003895,ACC000194,C0194,2013-07-26,Salary Credit,ATM,374328,901423,Monthly Salary,Successful
TRX0000721,ACC000036,C0036,2013-07-27,Salary Credit,CDM,484146,604357,Monthly Salary,Successful
TRX0009219,ACC000459,C0459,2013-07-29,Deposit,Mobile Banking,35320,192560,CDM Deposit,Successful
TRX0000201,ACC000011,C0011,2013-08-14,Transfer,Mobile Banking,156769,0,Bank Transfer,Successful
TRX0007452,ACC000371,C0371,2013-08-23,Interest Credit,Mobile Banking,12063,137393,Interest Credit,Successful
TRX0007499,ACC000373,C0373,2013-09-06,Bill Payment,Branch,22511,164284,Dialog Bill,Successful
TRX0001409,ACC000071,C0071,2013-09-07,Online Purchase,POS,39399,553489,Amazon Purchase,Failed
TRX0002255,ACC000112,C0112,2013-09-09,Deposit,ATM,80039,1488839,CDM Deposit,Successful
TRX0000296,ACC000016,C0016,2013-09-10,Withdrawal,CDM,37626,4449505,Branch Withdrawal,Successful
TRX0000193,ACC000011,C0011,2013-09-14,Transfer,Mobile Banking,84293,0,Bank Transfer,Successful
TRX0005040,ACC000251,C0251,2013-09-18,Deposit,Branch,52279,119764,Cash Deposit,Successful
TRX0006791,ACC000338,C0338,2013-09-19,Salary Credit,Internet Banking,248591,644397,Monthly Salary,Successful
TRX0000578,ACC000029,C0029,2013-09-25,Transfer,Mobile Banking,152786,255381,Bank Transfer,Successful
TRX0008464,ACC000421,C0421,2013-09-25,Withdrawal,Mobile Banking,44558,1458598,Cash Withdrawal,Successful
TRX0001994,ACC000099,C0099,2013-09-25,Deposit,Internet Banking,79143,374189,CDM Deposit,Successful
TRX0005494,ACC000274,C0274,2013-10-07,Deposit,ATM,10600,43759,CDM Deposit,Successful
TRX0005471,ACC000273,C0273,2013-10-13,Deposit,Mobile Banking,19553,280269,CDM Deposit,Successful
TRX0008196,ACC000408,C0408,2013-10-24,Transfer,Internet Banking,177178,0,Fund Transfer,Successful
TRX0001177,ACC000059,C0059,2013-10-27,Bill Payment,Branch,28664,60093,CEB Bill,Successful
TRX0002779,ACC000138,C0138,2013-10-30,Online Purchase,Internet Banking,35239,179344,Uber Payment,Successful
